title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
"1060 6GB GDDR5 192bit Gaming Graphics Card Fans Cooling DVI PCIE GPU for Gaming PC, ...",MAD 2650,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IEKQ3EUAM-gtx-1060-6gb-gddr5-192bit-gaming-graphics-card-dual-fans-cooling-hdmi-dvi-dp-pcie-gpu-for-gaming-pc-653-gb-available3gb,CMS Distribution Limited - CE Stock Order Code,,,,,,,,China,,,NVIDIA GeForce RTX 3060,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,English,,,,ZOTAC GAMING GeForce RTX 3060 12GB GDDR6,Black,12 GB,12 GB,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,1807 MHz,,1.32 pounds (0.6 kg),B08WRK84PS,,ZT-A30600H-10M,1 A batteries required.,,NVIDIA GeForce RTX 3060,7680x4320,,,,,,,,7500 MHz,,,Zotac,,,,"DisplayPort, HDMI",,,,NVIDIA,"February 25, 2021"
"1060 6GB GDDR5 192bit Gaming Graphics Card Fans Cooling DVI PCIE GPU for Gaming PC, ...",MAD 2650,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7AZW248N4-gtx-1060-6gb-gddr5-192bit-gaming-graphics-card-dual-fans-cooling-hdmi-dvi-dp-pcie-gpu-for-gaming-pc-6-5-3-gb-available-3gb,CMS Distribution Limited - CE Stock Order Code,,,,,,,,China,,,NVIDIA GeForce RTX 3060,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,English,,,,ZOTAC GAMING GeForce RTX 3060 12GB GDDR6,Black,12 GB,12 GB,8.82 x 4.57 x 0.1 inches (22.4 x 11.6 x 0.3 cm),,,1807 MHz,,1.32 pounds (0.6 kg),B08WRK84PS,,ZT-A30600H-10M,1 A batteries required.,,NVIDIA GeForce RTX 3060,7680x4320,,,,,,,,7500 MHz,,,Zotac,,,,"DisplayPort, HDMI",,,,NVIDIA,"February 25, 2021"
"Zotac VGA RTX3060 Twin Edge OC 12G GDDR6, HDMI 2.1, 3xDP 1.4a RTX 3060 Twin Edge OC",MAD 5011,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/80TH9YPXS-zotac-gaming-geforce-rtx-3060-twin-edge-oc-nvidia-12gb-gddr6-graphics-card,ZOTAC,,,,,,,,,,,RTX™ 3070 Ti AMP Holo 8GB GDDR6X,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),GDDR6X,,,,,,,,8 GB,8 GB,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),,,1830 MHz,,3.99 pounds (1.81 kg),B096TZHXYN,,ZT-A30710F-10P,,,NVIDIA GeForce RTX 3070 Ti,,,,,,,,,1830 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"June 10, 2021"
"RX590 8GB GDDR5 256bit Graphics Card, VR Ready, Fans, for DirectX 12, for OpenGL ...",MAD 2159,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IKI7ECZ26-rx590-8gb-gddr5-256bit-graphics-card-vr-ready-dual-fans-for-directx-12-for-opengl-4-5-pci-express-3-0-x16-hd-multimedia-interface-displayport,ZOTAC,,,,,,,,,,,RTX™ 3070 Ti AMP Holo 8GB GDDR6X,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),GDDR6X,,,,,,,,8 GB,8 GB,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),,,1830 MHz,,3.99 pounds (1.81 kg),B096TZHXYN,,ZT-A30710F-10P,,,NVIDIA GeForce RTX 3070 Ti,,,,,,,,,1830 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"June 10, 2021"
ZOTAC Gaming GeForce RTX 4060 Ti 8GB Twin Edge OC White Edition DLSS 3 8GB GDDR6 ...,MAD 6069,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/CKXIZWBG8-zotac-gaming-geforce-rtx-4060-ti-8gb-twin-edge-oc-white-edition-dlss-3-8gb-gddr6-128-bit-18-gbps-pcie-4-0-compact-graphics-card-icestorm-2-0-advanced,ZOTAC,,,,,,,,,,,RTX™ 3070 Ti AMP Holo 8GB GDDR6X,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),GDDR6X,,,,,,,,8 GB,8 GB,12.5 x 2.3 x 4.8 inches (31.8 x 5.8 x 12.2 cm),,,1830 MHz,,3.99 pounds (1.81 kg),B096TZHXYN,,ZT-A30710F-10P,,,NVIDIA GeForce RTX 3070 Ti,,,,,,,,,1830 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"June 10, 2021"
"MSI GeForce RTX 4080 16GB Ventus 3X OC Gaming Graphics Card - 16GB GDDR6X, 2550 ...",MAD 22944,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/805GFAN5S-msi-geforce-rtx-4080-16gb-ventus-3x-oc-gaming-graphics-card-16gb-gddr6x-2550-mhz-pci-express-gen-4-256-bit-3x-dp-v-1-4a-hdmi-2-1a-supports-4k,‎Althon Micro Inc.,,,,,,,,,,,‎Sapphire 11265-05-20G Radeon PULSE RX 580 8GB,‎11.25 x 3.5 x 6.5 inches,,,,,,,"‎AMD Radeon RX 580 with 8 GB GDDR5 memory, 2304 stream processors, 8000 MHz effective memory clock, and Dual-X Cooling technology, compatible with PCI-Express 3.0 and consuming less than 225 watts of power.",,8 GB,‎8 GB,‎11.25 x 3.5 x 6.5 inches,,,1366 MHz,,‎0.176 ounces,,,‎11265-05-20G,,,AMD Radeon RX 580,‎3840 x 2160,,,,‎No,,,,‎1750 MHz,,,Sapphire,,,‎8 GB,DisplayPort,,,,‎AMD,2021-04-10 19:32:15
"EVGA GeForce RTX 3080 12GB XC3 ULTRA GAMING, 12G-P5-4865-KL, 12GB GDDR6X, iCX3 ...",MAD 12340,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4KFSD8H28-evga-geforce-rtx-3080-12gb-xc3-ultra-gaming-12g-p5-4865-kl-12gb-gddr6x-icx3-cooling-argb-led-metal-backplate-lhr,‎Althon Micro Inc.,,,,,,,,,,,‎Sapphire 11265-05-20G Radeon PULSE RX 580 8GB,‎11.25 x 3.5 x 6.5 inches,,,,,,,"‎AMD Radeon RX 580 with 8 GB GDDR5 memory, 2304 stream processors, 8000 MHz effective memory clock, and Dual-X Cooling technology, compatible with PCI-Express 3.0 and consuming less than 225 watts of power.",,8 GB,‎8 GB,‎11.25 x 3.5 x 6.5 inches,,,1366 MHz,,‎0.176 ounces,,,‎11265-05-20G,,,AMD Radeon RX 580,‎3840 x 2160,,,,‎No,,,,‎1750 MHz,,,Sapphire,,,‎8 GB,DisplayPort,,,,‎AMD,2021-04-10 19:32:15
ZOTAC GeForce RTX  3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming ...,MAD 9963,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1AEQ1M0LK-zotac-gaming-geforce-rtx-3070-ti-amp-holo-8gb-gddr6x-256-bit-19-gbps-pcie-4-0-gaming-graphics-card-holoblack-icestorm-2-0-advanced-cooling-spectra,‎Althon Micro Inc.,,,,,,,,,,,‎Sapphire 11265-05-20G Radeon PULSE RX 580 8GB,‎11.25 x 3.5 x 6.5 inches,,,,,,,"‎AMD Radeon RX 580 with 8 GB GDDR5 memory, 2304 stream processors, 8000 MHz effective memory clock, and Dual-X Cooling technology, compatible with PCI-Express 3.0 and consuming less than 225 watts of power.",,8 GB,‎8 GB,‎11.25 x 3.5 x 6.5 inches,,,1366 MHz,,‎0.176 ounces,,,‎11265-05-20G,,,AMD Radeon RX 580,‎3840 x 2160,,,,‎No,,,,‎1750 MHz,,,Sapphire,,,‎8 GB,DisplayPort,,,,‎AMD,2021-04-10 19:32:15
SAPPHIRE Radeon 11265-05-20G Pulse RX 580 8GB GDDR5 Dual HDMI/ DVI-D/ Dual DP OC ...,MAD 6328,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1BTAPMQ9G-sapphire-radeon-11265-05-20g-pulse-rx-580-8gb-gddr5-dual-hdmi-dvi-d-dual-dp-oc-with-backplate-uefi-pci-e-graphics-card-graphic-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI GeForce RTX 4070 Ventus 2X E1 12G OC Gaming Graphics Card - 12GB GDDR6, ...",MAD 10080,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ML4ORCGHK-msi-geforce-rtx-4070-ventus-2x-e1-12g-oc-gaming-graphics-card-12gb-gddr6-2490mhz-pci-express-gen-4-192-bits-3x-dp-v-1-4a-hdmi-2-1a-supports-4k,BUZHI,,,,,,,,,,,,12.99 x 7.6 x 2.48 inches (33 x 19.3 x 6.3 cm),,,,,,,,,,,,,,,,,B0DBHKHH9T,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 18:11:22
"EVGA GeForce RTX 3080 12GB XC3 ULTRA GAMING, 12G-P5-4865-KL, 12GB GDDR6X, iCX3 ...",MAD 12340,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8EC0EAM42-evga-geforce-rtx-3090-ti-ftw3-black-gaming-24g-p5-4981-kr-24gb-gddr6x-icx3-argb-led-backplate-free-eleash,BUZHI,,,,,,,,,,,,12.99 x 7.6 x 2.48 inches (33 x 19.3 x 6.3 cm),,,,,,,,,,,,,,,,,B0DBHKHH9T,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 18:11:22
ZOTAC Gaming GeForce RTX 4060 8GB Twin Edge OC DLSS 3 8GB GDDR6 128-bit 17 Gbps ...,MAD 5782,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FAHO7UBEW-zotac-gaming-geforce-rtx-4060-8gb-twin-edge-oc-dlss-3-8gb-gddr6-128-bit-17-gbps-pcie-4-0-compact-gaming-graphics-card-zt-d40600h-10m,BUZHI,,,,,,,,,,,,12.99 x 7.6 x 2.48 inches (33 x 19.3 x 6.3 cm),,,,,,,,,,,,,,,,,B0DBHKHH9T,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-03 18:11:22
"GALAX GeForce RTX  4070 Super 1-Click OC 2X V2, Xtreme Tuner App Control, 12GB, ...",MAD 8528,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M0KB92F16-galax-geforce-rtx-4070-super-1-click-oc-2x-v2-xtreme-tuner-app-control-12gb-gddr6x-192-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics-card,NVIDIA,,,,,,,,China,,,VCG3070T8TFXMPB,12.48 x 4.53 x 2.36 inches (31.7 x 11.5 x 6 cm),,,,,,,,,8 GB,8 GB,12.48 x 4.53 x 2.36 inches (31.7 x 11.5 x 6 cm),,,1575 MHz,,2.43 pounds (1.1 kg),B0971Z2KH1,,VCG3070T8TFXMPB,,,NVIDIA GeForce RTX 3070 Ti,7680 x 4320 @60Hz,,,,,,,,1575 MHz,,,PNY,,,,DisplayPort,,,,NVIDIA,"June 14, 2021"
RX6400-4GD6 GA Graphics Card 4G/64bit/GDDR6 Memory 2039-2321MHz Core Frequency Dual ...,MAD 2949,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVCJ1WXII-rx6400-4gd6-ga-graphics-card-4g-64bit-gddr6-memory-2039-2321mhz-core-frequency-dual-cooling-fan-hd-dp-output-ports,NVIDIA,,,,,,,,China,,,VCG3070T8TFXMPB,12.48 x 4.53 x 2.36 inches (31.7 x 11.5 x 6 cm),,,,,,,,,8 GB,8 GB,12.48 x 4.53 x 2.36 inches (31.7 x 11.5 x 6 cm),,,1575 MHz,,2.43 pounds (1.1 kg),B0971Z2KH1,,VCG3070T8TFXMPB,,,NVIDIA GeForce RTX 3070 Ti,7680 x 4320 @60Hz,,,,,,,,1575 MHz,,,PNY,,,,DisplayPort,,,,NVIDIA,"June 14, 2021"
"1060 6GB GDDR5 192bit Gaming Graphics Card Fans Cooling DVI PCIE GPU for Gaming PC, ...",MAD 3065,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/79GJ43M6W-gtx-1060-6gb-gddr5-192bit-gaming-graphics-card-dual-fans-cooling-hdmi-dvi-dp-pcie-gpu-for-gaming-pc-6-5-3-gb-available-6gb,ZOTAC Gaming,,,,,,,,,,,,9.1 x 5.6 x 1.6 inches (23.1 x 14.2 x 4.1 cm),,,,,,,,,12 GB,,,,,1867 MHz,,2.2 pounds (1 kg),B09256CTT3,,ZT-A30600F-10P,1 Product Specific batteries required.,,NVIDIA GeForce RTX 3060,,,,,No,,,,,,,ZOTAC Gaming,,,,"DisplayPort, HDMI",,,,,"April 9, 2021"
PNY GeForce RTX  3070 Ti 8GB XLR8 Gaming Uprising Epic-X RGB  Triple Fan Graphics ...,MAD 20044,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JI62KB18M-pny-geforce-rtx-3070-ti-8gb-xlr8-gaming-uprising-epic-x-rgb-triple-fan-graphics-card,ZOTAC Gaming,,,,,,,,,,,,9.1 x 5.6 x 1.6 inches (23.1 x 14.2 x 4.1 cm),,,,,,,,,12 GB,,,,,1867 MHz,,2.2 pounds (1 kg),B09256CTT3,,ZT-A30600F-10P,1 Product Specific batteries required.,,NVIDIA GeForce RTX 3060,,,,,No,,,,,,,ZOTAC Gaming,,,,"DisplayPort, HDMI",,,,,"April 9, 2021"
"GTX 750Ti 4GB Graphics Card GDDR5 128bit Direct X12 640SP Gaming Video Card, PCI ...",MAD 1149,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LSIG4Q65M-gpvhoso-gtx-750ti-4gb-graphics-card-gddr5-128bit-direct-x12-640sp-gaming-video-card-pci-express-3-0x16-interface-hdmi-dvi-d-vga-dual-fan-low,ZOTAC Gaming,,,,,,,,,,,,9.1 x 5.6 x 1.6 inches (23.1 x 14.2 x 4.1 cm),,,,,,,,,12 GB,,,,,1867 MHz,,2.2 pounds (1 kg),B09256CTT3,,ZT-A30600F-10P,1 Product Specific batteries required.,,NVIDIA GeForce RTX 3060,,,,,No,,,,,,,ZOTAC Gaming,,,,"DisplayPort, HDMI",,,,,"April 9, 2021"
ASUS ROG STRIX GeForce GTX 1080 TI 11GB VR Ready 5K HD Gaming Graphics Card ...,MAD 18620,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LKTG20JW-asus-rog-strix-geforce-gtx-1080-ti-11gb-vr-ready-5k-hd-gaming-graphics-card-rog-strix-gtx1080ti-11g-,ASUS,,,,,,,,,,,TUF-RTX4080S-O16G-GAMING,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,,,,,NVIDIA GeForce RTX 4080 SUPER,RTX4080|OC|Black,16 GB,16 GB,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,2640 MHz,,6.6 pounds (2.99 kg),B0CQPZTRL3,,TUF-RTX4080S-O16G-GAMING,,,NVIDIA RTX 4080 SUPER,7680 x 4320 Pixels,,,,,,,,2640 MHz,,,ASUS,,,,"VGA, HDMI",,,,NVIDIA,"January 31, 2024"
Yeston Radeon R7 350 6HDMI GDDR5 800MHz 512processors PCIExpress 3.0 * 16 Video ...,MAD 2092,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IDNBQNTRS-radeon-r7-350-6hdmi-gddr5-800mhz-512processors-pciexpress-3-0-16-video-cards-6-screen-graphics-card-directx12-6-hdmi-compatible-graphics-card-of,ASUS,,,,,,,,,,,TUF-RTX4080S-O16G-GAMING,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,,,,,NVIDIA GeForce RTX 4080 SUPER,RTX4080|OC|Black,16 GB,16 GB,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,2640 MHz,,6.6 pounds (2.99 kg),B0CQPZTRL3,,TUF-RTX4080S-O16G-GAMING,,,NVIDIA RTX 4080 SUPER,7680 x 4320 Pixels,,,,,,,,2640 MHz,,,ASUS,,,,"VGA, HDMI",,,,NVIDIA,"January 31, 2024"
"EVGA GeForce GTX 1060 3GB FTW+ GAMING ACX 3.0, 3GB GDDR5, LED, DX12 OSD Support ...",MAD 4497,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/2QZWL0SK-evga-geforce-gtx-1060-3gb-ftw-gaming-acx-3-0-3gb-gddr5-led-dx12-osd-support-pxoc-graphics-cards-03g-,ASUS,,,,,,,,,,,TUF-RTX4080S-O16G-GAMING,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,,,,,NVIDIA GeForce RTX 4080 SUPER,RTX4080|OC|Black,16 GB,16 GB,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,2640 MHz,,6.6 pounds (2.99 kg),B0CQPZTRL3,,TUF-RTX4080S-O16G-GAMING,,,NVIDIA RTX 4080 SUPER,7680 x 4320 Pixels,,,,,,,,2640 MHz,,,ASUS,,,,"VGA, HDMI",,,,NVIDIA,"January 31, 2024"
ZOTAC Gaming GeForce RTX  3060 AMP White Edition 12GB GDDR6 192-bit 15 Gbps PCIE ...,MAD 6888,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/RQ85VNS-zotac-gaming-geforce-rtx-3060-amp-white-edition-12gb-gddr6-192-bit-15-gbps-pci-4-0-gaming-graphics-c,ASUS,,,,,,,,,,,TUF-RTX4080S-O16G-GAMING,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,,,,,NVIDIA GeForce RTX 4080 SUPER,RTX4080|OC|Black,16 GB,16 GB,16.8 x 10.5 x 3.9 inches (42.7 x 26.7 x 9.9 cm),,,2640 MHz,,6.6 pounds (2.99 kg),B0CQPZTRL3,,TUF-RTX4080S-O16G-GAMING,,,NVIDIA RTX 4080 SUPER,7680 x 4320 Pixels,,,,,,,,2640 MHz,,,ASUS,,,,"VGA, HDMI",,,,NVIDIA,"January 31, 2024"
ASUS TUF Gaming NVIDIA GeForce RTX  4080 Super OC Edition Gaming Graphics Card PCIe ...,MAD 24501,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IK5QX8158-asus-tuf-gaming-nvidia-geforce-rtx-4080-super-oc-edition-gaming-graphics-card-pcie-4-0-16gb-gddr6x-hdmi-2-1a-displayport-1-4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming NVIDIA GeForce RTX  4070 OC Edition Gaming Graphics Card PCIe 4.0, ...",MAD 10837,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/AWT2OWAXA-asus-tuf-gaming-nvidia-geforce-rtx-4070-oc-edition-gaming-graphics-card-pcie-4-0-12gb-gddr6x-hdmi-2-1-displayport-1-4a,PNY,,,,,,,,,,,1650,,,,,,,10.39 x 7.36 x 2.91 inches (26.4 x 18.7 x 7.4 cm),Dedicated,,4 GB,4 GB,,,,1410 MHz,,2.2 pounds (1 kg),B0CSG8PX22,,VCG16514D6DFXPB1,,,NVIDIA GeForce GTX 1650,7680 x 4320 @120Hz,,,,,,,,1410 MHz,,,PNY,,,,"DisplayPort, DVI, HDMI",,,,NVIDIA,"February 3, 2024"
"PNY GeForce RTX  4070 12GB Verto  Dual Fan Graphics Card DLSS 3 192-bit, PCIe 4.0, ...",MAD 10223,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/AXO7MSNZA-pny-geforce-rtx-4070-12gb-verto-dual-fan-graphics-card-dlss-3,PNY,,,,,,,,,,,1650,,,,,,,10.39 x 7.36 x 2.91 inches (26.4 x 18.7 x 7.4 cm),Dedicated,,4 GB,4 GB,,,,1410 MHz,,2.2 pounds (1 kg),B0CSG8PX22,,VCG16514D6DFXPB1,,,NVIDIA GeForce GTX 1650,7680 x 4320 @120Hz,,,,,,,,1410 MHz,,,PNY,,,,"DisplayPort, DVI, HDMI",,,,NVIDIA,"February 3, 2024"
Baile Yeston AMD Radeon RX 6600XT PA Gaming Graphics Card 8GB DirectX 12 Graphics,MAD 10988,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/47OMPTOBU-yeston-amd-radeon-rx-6600xt-pa-gaming-graphics-card-8gb-directx-12-graphics-card-128-bit-gddr6-pci-express-4-0-navi-23-7nm-displayport-x-3-hdmi-x,PNY,,,,,,,,,,,1650,,,,,,,10.39 x 7.36 x 2.91 inches (26.4 x 18.7 x 7.4 cm),Dedicated,,4 GB,4 GB,,,,1410 MHz,,2.2 pounds (1 kg),B0CSG8PX22,,VCG16514D6DFXPB1,,,NVIDIA GeForce GTX 1650,7680 x 4320 @120Hz,,,,,,,,1410 MHz,,,PNY,,,,"DisplayPort, DVI, HDMI",,,,NVIDIA,"February 3, 2024"
"PNY GeForce RTX  4080 Super 16GB Verto  OC Triple Fan Graphics Card DLSS 3 256-bit, ...",MAD 18899,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ILI30M2I8-pny-geforce-rtx-4080-super-16gb-verto-overclocked-triple-fan-graphics-card-dlss-3,SRhonyra,,,,,,,,China,,,,5.7 x 2.71 x 0.1 inches (14.5 x 6.9 x 0.3 cm),,,,,,,,,4 GB,,,,,600 MHz,,9.6 ounces (272.16 grams),B0D8W2Z4BJ,,SR732H41,,,NVIDIA GeForce GT 730,,,,,,,,,,,,SRhonyra,,,,HDMI*2,,,,,"August 31, 2024"
PNY GeForce GTX  1650 4GB GDDR6 Verto  Dual Fan Graphics Card,MAD 2516,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IL1HQ1T7O-pny-geforce-gtx-1650-4gb-gddr6-verto-dual-fan-graphics-card,SRhonyra,,,,,,,,China,,,,5.7 x 2.71 x 0.1 inches (14.5 x 6.9 x 0.3 cm),,,,,,,,,4 GB,,,,,600 MHz,,9.6 ounces (272.16 grams),B0D8W2Z4BJ,,SR732H41,,,NVIDIA GeForce GT 730,,,,,,,,,,,,SRhonyra,,,,HDMI*2,,,,,"August 31, 2024"
"EVGA GeForce GTX 1070 Ti FTW2 GAMING, 8GB GDDR5, iCX Technology - 9 Thermal Sensors ...",MAD 7558,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/5C3R2CVTC-evga-geforce-gtx-1070-ti-ftw2-gaming-8gb-gddr5-icx-technology-9-thermal-sensors-rgb-led-g-p-m-asynch-fan-optimized-airflow-graphics-card-08g-p4-6775-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVGA GeForce RTX 3080 XC3 Ultra Gaming, 10G-P5-3885-KL, 10GB GDDR6X, iCX3 Cooling, ...",MAD 12340,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1C648SCT6-evga-geforce-rtx-3080-xc3-ultra-gaming-10g-p5-3885-kl-10gb-gddr6x-icx3-cooling-argb-led-metal-backplate-lhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Nvidia Quadro K5000 4GB GFX Graphics Cards, C2J95AA",MAD 5433,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/2OFVFWTY-hp-nvidia-quadro-k5000-4gb-gfx-graphics-cards-c2j95aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeForce GT 730 4GB Low Profile Graphics Card GDDR3 128 Bit PCI-e 2.0  16 Slot ...,MAD 958,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M6GNC9O0Y-srhonyra-geforce-gt-730-4gb-low-profile-graphics-card-gddr3-64-bit-pci-e-2-0-16-slot-powered-2-hdmi-display-video-card-support-directx-12-opengl-4-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
